Content,aspect_labels,sentiment_scores
i was really happy with the result of my visit the staff was friendly and our visit was quick and informative we also got a coupon for our first visit which made it free and medication was cheaper than any other vet ive been to with a guinea pig i would definitely recommend this place,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my dog was recently diagnosed with diabetes they took their time explaining how to give the insulin injections and followed up with a call while i was on vacation dr mitchell reached out to my parents who were dog sitting to check to see how rocky was doing it really meant the world to me to know how much they care about our pets,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff especially shannon bergen made our experience with our dogs surgery easier and always made us feel at ease  we are forever grateful and would recommend this veterinary hospital to anyone with a pet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr danowitz is a genuine mensch truly considerate and thoughtful in his diagnosis of a broken foot on my 4 pound yorkie willing to take the time to explain the diagnosis to me very pleased with the staff and service of ocvh,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we have cats ferrets and a rabbit and the staff at ocvh always takes wonderful care of our beloved pets whether its a checkup or an emergency we are always greeted with kindness compassion and excellent knowledge and service the staff is incredibly helpful and they explain things in a manner that you can understand they always do their best to make our animals as comfortable as possible and they treat the animals we bring in with the care and love that any loving pet owner would hope for,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
have had the pleasure to see a few doctors at this facility all of them being kind compassionate and caring in assisting my rescue dog who had some health issues when we first adopted her she has received in my opinion excellent care megan the groomer is awesome with her as well the office staff is friendly and always eager to help whether over the phone or in person,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
called on a saturday early afternoon after my cat started howling and took us in immediately staff was very nice and accommodating upon arrival had paperwork already filled out for us which they took over the phone the vet on hand dr mitchell was great taking her time examining and explaining possible issue without running up costs ordering bloodwork xrays etc you can tell she really has a care for the pets this was at the point pleasant office which is fairly new i live down the road and dont see them too busy at times i would highly recommend for those local or who have to wait weeks to get an appointment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very friendly atmosphere  you just know they are there for your pet  very informative,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
careful testing and a diagnosis that is compatible with what we thoought was wrong including treatment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the doctors are excellent the staff is always friendly and professional and the office is immaculate i wont bring my pets anywhere else,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very nice and helpful staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
in 40 years of having pets we have been to a lot of offices the bridge ave office is the nicest group ofpeople they explain everything and treat my dog like their own,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nothing but good experiences at ocean county veterinary  the staff legitimately have the best interests of your pets at heart and they have been more than willing to help in keeping costs down,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great vet and really nice employees definetly the best around by far,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
from the moment you walk in to the moment you leave the staff is kind courteous and very knowledgeable dr danowitz is wonderful he has a gentle way with animals and terrific way with owners all around fantasic experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my cat had been having a problem they treated her once problem returned made an appointment but couldnt get cat in her carrier finally corralled her called back and they said bring her right in treated problem very nice about it they are always helpful nice people,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vets are great the facilities excellent very helpful with call in questions mail delivery on prescriptions gentle and kind wish they were my doctorhuman,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we had our dog in for a lap spay and it was like she never had surgery,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr danowitz is amazing i do like all of the drs but dr danowitz is very careing and you can tell its genuine i just wish they would give multi pet discounts when taking 2 animals at the same time as they are a little pricey,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i trust my dogs life with dr danowitz  he is extremely knowledgeable and compassionate and tries to always reassure me,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we love the staff the are a caring group,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
our hayley had broken one of her canine teeth and had to get it extracted we were told beforehand what our costs would be and dr weiner explained what procedure needed to be done and why their staff are very caring people to both hayley and us as well it is why we have used them for all our pets over the past 25 years,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
first visit we switched vets and were very satisfied everyone was courteous and sweet to our dogs,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr briggs and dr crawford are awesome  they make you feel like your pet is their pet because of their care and concern  our 38 yr old african grey parrot ralphie is their patient and they are so good with her the staff is pleasant too and they have quite a few locations so it is very convenient to get an appointment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ocean county veterinary hospital is a great place  clean and attentive  the staff is wonderful very friendly and very professional in particular nicole latif would recommend this place to all,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my pets and i have been customers of ocvh for over 30 years and have no reservations in recommending them to anyone,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff and doctors are extremely helpful and pleasant they show great patience with my dog he is anxious about his vet visits  i would recommend them to my family and friends,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
title says it all  plus they are caring,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have been going to another veterinarian for 25 years but i wanted the laparoscopic spay for my french bulldog dr wiener was wonderful and answered all my questions the staff was also great i am feeling very comfortable that the procedure will go smoothly,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
just moved in the area and needed a vet asap  starting from the first phone call to the clean and friendly facility i knew i found the right place to bring our miss darla very helpful from the start doctor was extremely knowledgable and compatinate about our miss darlas condition all the staff was great  highly recommend ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
this has been my vet for years from putting my sweet cat down to taking care of my dogs allergies  i love most of the veterinarians there as well,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
this experience as well as every experience through two dogs has always been exceptional  my dogs have always been treated with the best care and compassion and patience  even through the most difficult of times the entire staff is incredible  i do and will continue to recommend them to everyone who will listen,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
from the phone call to make an appointmentwalking through the front door and having your furry child looked after with these caring people is an excellent expierence i am thankful i have them and would recommend them to all my friends and family,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i always get professional service from the whole staff appointments are kept on schedule the doctors always answer my questions and never rush  they make you feel that your pet is just as important to them as you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very nice and professional staff  the facility is kept spotless and we were seen as soon as we arrived no waiting time which was very nice  the doctor also called to follow up which was very impressive  thanks for the great service,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
i recently took my dog for his first visit at bvh and it was a great experience the receptionist vet tech and veterinarian were all very nice and helpful my pup was a bit nervous but everybody did all they could to make him comfortable and by the time we left he was calm and happy,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff was kind gentle and caring this was my first visit to ocvh and i look forward to bringing my other pets,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
leo has been visiting ocvh since he was 6 months old he will be 11 years old this july the drs  everyone on the staff are very professional knowledgeable kind patient and friendly i cant say that leo loves going to the vet but dr danowitz has a way of putting him at ease,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have been bringing my parrotlet and bearded dragon here for the last couple of years and have also used them for boarding while on vacation i have had nothing but excellent care for my animals and will continue too use ocvh the doctors and staff are all wonderful and i would highly recommend them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr briggs has taking care of three of my animals now 2 dogs and a bird  i learned a lot about caring for my bird from dr briggs   he gives great care my dog recently had surgery there and the prices were much more reasonable than the specialty  hospitals in new jersey  the staff is fantastic very caring   they are the only vets in the area that i will use,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
awesome staff and great knowledgevery friendly and loving,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i got an appt for the next day went to another vet and my dog was misdiagnosed got proper medication and my pet is feeling much better received a follow up call from the vet herself not support staff to find out how my pet was doing,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
